대출 종류,상품이름,url,조건,개설 채널,대출 금액
전월세/반환보증,KB 군 간부 전세자금대출(추가),https://obank.kbstar.com/quics?page=C103507&cc=b104363:b104516&isNew=N&prcode=LN20000142&QSL=F,KB 군 간부 전세자금대출(기본) 보유 고객 대상 추가 전세자금대출,영업점,최고 5억원
전월세/반환보증,KB스타 전세자금대출(SGI_서울보증보험) NEW,https://obank.kbstar.com/quics?page=C103507&cc=b104363:b104516&isNew=N&prcode=LN20001363&QSL=F,NEW,스타뱅킹,최고 5억원
전월세/반환보증,KB스타 전세자금대출(갈아타기)(SGI_서울보증보험),https://obank.kbstar.com/quics?page=C103507&cc=b104363:b104516&isNew=N&prcode=LN20001379&QSL=F,전세자금대출 갈아타기 전용상품(비대면전용),스타뱅킹,최고 5억원
전월세/반환보증,KB WELCOME PLUS 전세자금대출,https://obank.kbstar.com/quics?page=C103507&cc=b104363:b104516&isNew=N&prcode=LN20001120&QSL=F,외국인 또는 외국국적동포 고객님께 최대 2억원까지 신규전세자금을 지원하는 대출상품입니다,영업점,최고 2억원
전월세/반환보증,KB 부분분할 전세자금대출,https://obank.kbstar.com/quics?page=C103507&cc=b104363:b104516&isNew=N&prcode=LN20001283&QSL=F,대출금의 5% 이상 분할상환하고 잔액은 만기에 일시상환하는,영업점,최고 2억2천2백만원
전월세/반환보증,KB 플러스 전세자금대출 Ⅱ,https://obank.kbstar.com/quics?page=C103507&cc=b104363:b104516&isNew=N&prcode=LN20000077&QSL=F,우량고객을 위한 전세금 대출,영업점,최고 2억원
전월세/반환보증,서울특별시 청년 임차보증금대출,https://obank.kbstar.com/quics?page=C103507&cc=b104363:b104516&isNew=N&prcode=LN20000084&QSL=F,판매중단상품,영업점,최고 2천5백만원
전월세/반환보증,KB 1코노미 오피스텔 전세자금대출[2022.9.30판매중단],https://obank.kbstar.com/quics?page=C103507&cc=b104363:b104516&isNew=N&prcode=LN20000092&QSL=F,1코노미를 위한 주거지원 상품,영업점,최고 2억2천2백만원
전월세/반환보증,KB 주거행복 월세대출,https://obank.kbstar.com/quics?page=C103507&cc=b104363:b104516&isNew=N&prcode=LN20000147&QSL=F,보증금 있는 월세계약을 체결한 고객에게 월세자금을 지원하는 대출상품,영업점,최고 5천만원
전월세/반환보증,KB 청년 맞춤형 월세자금대출,https://obank.kbstar.com/quics?page=C103507&cc=b104363:b104516&isNew=N&prcode=LN20000155&QSL=F,대학생 등 무소득자도 최대 1천2백만원까지!,영업점,최고 1천2백만원
전월세/반환보증,서울특별시 계약갱신요구권 만료자 전세자금대출,https://obank.kbstar.com/quics?page=C103507&cc=b104363:b104516&isNew=N&prcode=LN20001323&QSL=F,계약갱신요구권 행사 후 만료자에 대해 지원하는 서울특별시 협약 상품,영업점,"최고 최대 2억원"
전월세/반환보증,KB스타 전세자금대출(갈아타기)(HUG_주택도시보증공사),https://obank.kbstar.com/quics?page=C103507&cc=b104363:b104516&isNew=N&prcode=LN20001380&QSL=F,전세자금대출 갈아타기 전용상품(비대면전용),스타뱅킹,최고 4억원
전월세/반환보증,목돈 안드는 드림전세대출[2022.9.30판매중단],https://obank.kbstar.com/quics?page=C103507&cc=b104363:b104516&isNew=N&prcode=LN20000050&QSL=F,내집 담보로 전세금 빌릴 때,영업점,최고 5천만원
전월세/반환보증,광주광역시 재난관리기금 협약대출,https://obank.kbstar.com/quics?page=C103507&cc=b104363:b104516&isNew=N&prcode=LN20000130&QSL=F,광주광역시 융자추천고객 대상,영업점,최고 3천만원
전월세/반환보증,전세보증금반환보증(단독),https://obank.kbstar.com/quics?page=C103507&cc=b104363:b104516&isNew=N&prcode=LN35000559&QSL=F,전세보증금 반환을 보장하는 보증상품,스타뱅킹,최고 5억원
전월세/반환보증,전세지킴보증,https://obank.kbstar.com/quics?page=C103507&cc=b104363:b104516&isNew=N&prcode=LN35000560&QSL=F,공사전세대출을 받고 추가로 가입이 가능한 전세반환보증!,스타뱅킹,최고 7억원
자동차대출,KB 매직카대출(신차 구매用),https://obank.kbstar.com/quics?page=C103573&cc=b104363:b104516&isNew=N&prcode=LN20000107&QSL=F,신차 구매 자금도 은행방문 없이!,스타뱅킹,최고 6천만원
자동차대출,KB 매직카대출(신차),https://obank.kbstar.com/quics?page=C103573&cc=b104363:b104516&isNew=N&prcode=LN20000047&QSL=F,신차 구매에 필요한 자금은,영업점,최고 6천만원
자동차대출,KB 매직카대출(중고차 구매用),https://obank.kbstar.com/quics?page=C103573&cc=b104363:b104516&isNew=N&prcode=LN20000108&QSL=F,중고차 구매 자금도 은행방문 없이!,스타뱅킹,최고 4천만원
자동차대출,KB 매직카대출(기존 중고차할부 대환用),https://obank.kbstar.com/quics?page=C103573&cc=b104363:b104516&isNew=N&prcode=LN20000112&QSL=F,중고차 대환대출도 은행방문 없이!,스타뱅킹,최고 4천만원
자동차대출,KB 매직카대출(중고차),https://obank.kbstar.com/quics?page=C103573&cc=b104363:b104516&isNew=N&prcode=LN20000071&QSL=F,중고차 구매에 필요한 자금은,영업점,최고 4천만원
자동차대출,KB 매직카대출(신차 대환),https://obank.kbstar.com/quics?page=C103573&cc=b104363:b104516&isNew=N&prcode=LN20000078&QSL=F,신차 할부금융 은행대출로 전환할 때,영업점,최고 6천만원
자동차대출,KB 매직카대출(중고차 대환),https://obank.kbstar.com/quics?page=C103573&cc=b104363:b104516&isNew=N&prcode=LN20000079&QSL=F,중고차 할부금융 은행대출로 전환할 때,영업점,최고 4천만원
자동차대출,KB 매직카대출(기존 신차할부 대환用),https://obank.kbstar.com/quics?page=C103573&cc=b104363:b104516&isNew=N&prcode=LN20000111&QSL=F,신차 대환대출도 은행방문 없이!,스타뱅킹,최고 6천만원
자동차대출,KB 매직카 신용대출[2023.4.28 판매중단],https://obank.kbstar.com/quics?page=C103573&cc=b104363:b104516&isNew=N&prcode=LN20000169&QSL=F,자동차 신용대출 상품,영업점,최고 1억원
집단중도금/이주비대출,집단 중도금대출,https://obank.kbstar.com/quics?page=C109229&cc=b104363:b104516&isNew=N&prcode=LN20001138&QSL=F,분양주택 중도금대출이 필요하시다면,인터넷 스타뱅킹,최고 사업장별 승인한도액 범위 이내
집단중도금/이주비대출,재건축ㆍ재개발ㆍ리모델링 조합원에 대한 이주비대출,https://obank.kbstar.com/quics?page=C109229&cc=b104363:b104516&isNew=N&prcode=LN20000146&QSL=F,재건축ㆍ재개발ㆍ리모델링에 따른 이주비대출,인터넷 스타뱅킹,최고 세대당 이주비대출 승인금액 범위 내
주택도시기금대출,내집마련디딤돌대출,https://obank.kbstar.com/quics?page=C103998&cc=b104363:b104516&isNew=N&prcode=LN20000300&QSL=F,무주택 국민의 내집마련을 지원하는,영업점,
주택도시기금대출,버팀목 전세자금대출,https://obank.kbstar.com/quics?page=C103998&cc=b104363:b104516&isNew=N&prcode=LN20000313&QSL=F,무주택 국민의 주거안정을 지원하는,영업점,
주택도시기금대출,중소기업 취업(창업) 청년 버팀목전세자금대출,https://obank.kbstar.com/quics?page=C103998&cc=b104363:b104516&isNew=N&prcode=LN20001159&QSL=F,중소기업 취업(창업)청년 주거안정을 지원하는,영업점,
주택도시기금대출,입주자 앞 대환대출,https://obank.kbstar.com/quics?page=C103998&cc=b104363:b104516&isNew=N&prcode=LN40000032&QSL=F,주택도시기금의 건설자금대출을 구입자금으로 전환,영업점,
주택도시기금대출,청년전용 버팀목전세자금대출,https://obank.kbstar.com/quics?page=C103998&cc=b104363:b104516&isNew=N&prcode=LN02000003&QSL=F,만 34세이하 청년을 위한,영업점,
주택도시기금대출,(비대면신청)내집마련디딤돌대출,https://obank.kbstar.com/quics?page=C103998&cc=b104363:b104516&isNew=N&prcode=LN20000051&QSL=F,"고객님의 정보에 맞추어 일반,생애최초신혼 디딤돌을 추천",인터넷 스타뱅킹,
주택도시기금대출,신생아 특례 디딤돌대출,https://obank.kbstar.com/quics?page=C103998&cc=b104363:b104516&isNew=N&prcode=LN40001049&QSL=F,,영업점,
주택도시기금대출,청년전용 버팀목 전월세대출,https://obank.kbstar.com/quics?page=C103998&cc=b104363:b104516&isNew=N&prcode=LN40001003&QSL=F,무주택 청년가구의 전월세지원을 위한 기금대출,영업점,
주택도시기금대출,주거안정월세대출,https://obank.kbstar.com/quics?page=C103998&cc=b104363:b104516&isNew=N&prcode=LN20000076&QSL=F,무주택국민의 월세를 지원하는,영업점,
주택도시기금대출,주거안정주택구입자금대출,https://obank.kbstar.com/quics?page=C103998&cc=b104363:b104516&isNew=N&prcode=LN40000035&QSL=F,주거안정을 위한 주택구입자금 지원,영업점,
주택도시기금대출,오피스텔구입자금대출,https://obank.kbstar.com/quics?page=C103998&cc=b104363:b104516&isNew=N&prcode=LN40000036&QSL=F,오피스텔 구입시 필요자금은,영업점,
주택도시기금대출,(비대면신청)버팀목 전세자금대출,https://obank.kbstar.com/quics?page=C103998&cc=b104363:b104516&isNew=N&prcode=LN40000039&QSL=F,"고객님의 정보에 맞추어 일반,신혼,청년,중기청년 버팀목을 추천",인터넷 | 스타뱅킹,
주택도시기금대출,수익 공유형 모기지 대출,https://obank.kbstar.com/quics?page=C103998&cc=b104363:b104516&isNew=N&prcode=LN40000040&QSL=F,대출상환시 수익을 공유하는,영업점,
주택도시기금대출,손익 공유형 모기지 대출,https://obank.kbstar.com/quics?page=C103998&cc=b104363:b104516&isNew=N&prcode=LN40000041&QSL=F,대출상환시 수익/손실을 공유하는,영업점,
주택도시기금대출,신혼희망타운전용 주택담보장기대출,https://obank.kbstar.com/quics?page=C103998&cc=b104363:b104516&isNew=N&prcode=LN40001026&QSL=F,,영업점,
주택도시기금대출,신생아 특례 버팀목전세대출,https://obank.kbstar.com/quics?page=C103998&cc=b104363:b104516&isNew=N&prcode=LN40001045&QSL=F,,영업점,
주택도시기금대출,부도임대주택경락자금대출,https://obank.kbstar.com/quics?page=C103998&cc=b104363:b104516&isNew=N&prcode=LN40000030&QSL=F,부도임대주택 경락자금을 지원하는,영업점,
주택도시기금대출,부도임대주택퇴거자전세자금대출,https://obank.kbstar.com/quics?page=C103998&cc=b104363:b104516&isNew=N&prcode=LN40000031&QSL=F,부도임대주택 퇴거임차인 전세금을 지원하는,영업점,
